,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
13,2.8678989020441064,0.047257328,4.784806474006111,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
14,2.7942278973432626,0.0680243,5.2803702766770195,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15,2.1972245773362196,0.069088961,4.031784527034242,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
16,2.468099531471619,0.008596051,4.747964049181755,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
17,2.1972245773362196,0.069196376,3.995654343182361,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
18,2.8183982582710754,0.034237682,4.729892643619289,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19,2.5915163848462583,0.10249212,5.440403562274236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20,2.93651291389402,0.138190277,5.524944443335842,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21,2.8183982582710754,0.035399923,4.973586726791809,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
22,2.681021528714291,0.025698134,5.280705178487246,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
23,2.8183982582710754,0.057556998,4.679292015188661,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
24,2.6282852326333477,0.025896485,5.106072738529367,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
25,2.5649493574615367,0.099887103,3.8265958274777696,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26,2.0340518393810254,0.066693437,3.7450518264191204,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
27,2.4553061800117097,0.019356132,3.6665418163922214,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
28,1.7791806870211948,0.161466534,3.817901319085589,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
29,2.8183982582710754,0.072221801,3.7760978929981057,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
30,2.9575110607337933,0.170348551,4.021695013231605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
31,2.9231615807191558,0.080829372,4.56895838152543,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
32,2.928523523860541,0.0,5.547780304099539,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
33,2.8820035082256483,0.0,4.534142388299658,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
34,2.8622008809294686,0.097904029,5.164064570917784,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
35,2.302585092994046,0.089291137,4.988459212384213,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
36,2.8183982582710754,0.059511812,4.852559811184712,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
37,2.180417459019838,0.113123893,4.808427714528815,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
38,2.8183982582710754,0.123111453,3.6105773141065867,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,2.8183982582710754,0.026480954,4.473006999799263,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
40,2.5915163848462583,0.102511504,5.440837241459055,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
41,2.2823823856765264,0.02681843,4.836297779841376,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
42,2.6100697927420065,0.117818348,5.262242420277692,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
43,3.0610517396746335,0.069102831,5.560403900144187,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
44,2.4973291697865574,0.042277867,4.840278671142798,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
45,1.8594181177018698,0.089498926,5.182346313259612,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
46,2.975529566236472,0.0,5.032412441332521,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
47,2.302585092994046,0.025879577,5.580569473383666,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
48,2.7631695003232895,0.121632721,4.104657863497165,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
49,2.8183982582710754,0.255394896,5.282591358536507,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
50,2.0001277349601105,0.067779712,4.9689879590762125,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
51,2.3218974040264184,0.159803853,4.952408545083572,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
52,2.292029579054529,0.028696932,4.762594359227531,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
53,2.388303968396583,0.065041581,5.2800485024355295,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
54,2.4973291697865574,0.028760013,5.020392867098896,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
55,2.0674954706614352,0.010053105,5.517616738463561,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
56,2.2186598580562844,0.048157338,4.664968113245547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
57,2.1240563344387873,0.071958197,3.6389168529087312,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
58,2.714694743820879,0.173481304,5.2704887167292345,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
59,2.8183982582710754,0.061082177,5.19314794374192,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
60,2.302585092994046,0.0,5.509041717858178,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,2.075684492802124,0.040071131,4.469939063927299,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
62,2.8183982582710754,0.012090074,3.6450529505733824,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
63,2.8183982582710754,0.15028599,3.933181575763019,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
64,2.8183982582710754,0.026015519,5.544535050688847,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
65,2.8735646395797834,0.195068226,5.222659116411064,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
66,2.962692419475791,0.033082215,5.150824971066885,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
67,2.613739521630969,0.078946455,5.22587569764732,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
68,2.8678989020441064,0.041700756,5.105051741307226,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
69,2.1569811191352537,0.143422643,4.562690568369466,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
70,2.747270914255491,0.105296072,5.136835546125502,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
71,2.7631695003232895,0.121531501,4.0812930944773695,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
72,2.9041650800285006,0.0,5.104444954745192,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
73,2.0611502717075845,0.011324862,5.245015741023422,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
74,2.057323736426217,0.186357148,5.538789113727471,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
75,2.127040520479115,0.024205661,4.736352822443121,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
76,2.553343811341229,0.033230816,5.149482035193762,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
77,2.8183982582710754,0.113720344,4.499591868835464,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
78,2.9444389791664403,0.112556507,4.653600285341967,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
79,1.7757994496493257,0.0,5.405132024428404,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
80,2.048982334195127,0.059352241,4.623697490601975,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
81,2.468099531471619,0.014087057,5.194812905133152,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
82,2.8183982582710754,0.045230944,5.236205764724607,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
83,2.8183982582710754,0.293417759,5.271016054257511,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
84,2.8183982582710754,0.031382044,5.143862307068658,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
85,2.740840023925201,0.12639886,5.176165551657746,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
86,1.8008843770050555,0.025403898,5.081354674308908,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
87,2.8183982582710754,0.039057677,5.049618799630855,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
88,1.8413429694168828,0.123115764,4.560628783036043,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
89,3.0373539482448106,0.039624006,4.764571059397477,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
90,3.0325462466767075,0.040421193,4.805438073061108,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
91,2.1854893211177986,0.105274111,3.6867221287600773,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
92,2.975529566236472,0.033970195,4.010263433313676,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
93,2.9806186357439426,0.053212652,4.058596479170013,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
94,2.2823823856765264,0.024378706,4.74100442502527,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
95,2.8183982582710754,0.009714595,4.78783668328323,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
96,2.4973291697865574,0.131383762,5.5055185103214805,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
97,2.169053700369523,0.07461309,5.233542017368919,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
98,2.8183982582710754,0.028459761,5.010440608479574,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
99,2.169053700369523,0.074627201,5.235673582595068,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
100,2.5877640352277083,0.063695084,5.017748601099963,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
101,2.8183982582710754,0.045797829,5.184781299738976,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
102,2.1174596088673567,0.115857223,5.187959942668638,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
103,2.8183982582710754,0.024832806,3.6579613784787415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
104,2.9831534913471307,0.034027909,5.357011655882708,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
105,2.8390784635086144,0.0467696,4.950062587598864,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
106,2.3513752571634776,0.116576702,5.094492256703514,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
107,1.8923586677841708,0.0,4.798347604112769,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
108,2.8183982582710754,0.278974075,5.4177523702868005,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
109,2.649714624089247,0.035913805,3.7236141586213893,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
110,2.5877640352277083,0.079806266,5.4490192489615294,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
111,2.1849270495258133,0.005505481,4.628902337483338,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
112,2.8183982582710754,0.064625342,5.175793737011538,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
113,2.8183982582710754,0.071636937,4.801639522634766,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
114,2.2082744135228043,0.0,5.154478173471416,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
115,2.0149030205422647,0.032677678,5.476842559596939,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
116,2.8243506567983707,0.160760054,5.259824948123755,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
117,2.0129010178715916,0.06911065,4.691557034667174,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
118,2.451005098112319,0.041177505,4.943892745874438,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
119,2.4553061800117097,0.040081193,5.425255697628712,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
120,2.5649493574615367,0.035307322,3.8608012874263133,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
121,2.5376572151735295,0.063017847,5.069267658174692,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
122,3.0081547935525483,0.171938781,4.527338365833936,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
123,2.151762203259462,0.040197932,5.247829011267957,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
124,2.533696813957432,0.049058014,4.138670809669864,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
125,2.8735646395797834,0.01161096,4.554308377444502,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
126,2.649714624089247,0.183507295,4.4119203322880205,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
127,2.9575110607337933,0.102349519,3.9664278539064672,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
128,2.1838015570040787,0.086708987,5.02235435685023,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
129,3.0204248861443626,0.032835147,3.695909684035137,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
130,2.8183982582710754,0.033809913,5.19627135185804,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
131,2.6026896854443837,0.07266912,5.0769971519446875,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
132,2.8183982582710754,0.144338493,5.4136101930946925,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
133,2.1849270495258133,0.009163216,4.622043035477465,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
134,2.0611502717075845,0.011307038,5.239197736662897,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
135,1.9789303600834471,0.076855628,4.754014239116332,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
136,2.8183982582710754,0.059956876,5.108684748961584,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
137,1.9344157696295783,0.038532062,4.104050638825186,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
138,2.2300144001592104,0.043209581,4.5088486949809345,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
140,2.081938421878423,0.019866705,5.040823024734459,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
141,2.2186598580562844,0.048331717,4.655503920144942,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
143,2.8094026953624978,0.027622076,5.179727505495562,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
144,2.6390573296152584,0.0,3.971498732223255,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
145,2.9231615807191558,0.039355947,5.5068758712877,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
146,2.772588722239781,0.060836524,5.424246686501705,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
147,2.8678989020441064,0.082316506,5.079489489301429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
148,3.056356895370426,0.155350299,5.183114125358493,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
149,1.9789303600834471,0.076841095,4.7668569693482885,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
150,2.681021528714291,0.151419185,3.9193798771617074,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
151,2.6282852326333477,0.026001976,5.084635165169171,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
152,2.613739521630969,0.073209447,5.286460349122755,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
153,2.8183982582710754,0.041683481,3.443298557680791,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
154,1.9967390499145936,0.042560252,5.421295771758401,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
155,2.9096295745005794,0.014081156,5.409745139121844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
156,1.698364121628502,0.0,4.887054986685767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
157,2.9231615807191558,0.152918384,4.603526836428571,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
158,2.6282852326333477,0.030969274,4.948159710306136,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
159,2.6390573296152584,0.060376776,5.040618601691907,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
160,2.6390573296152584,0.04192285,4.003033043771509,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
161,2.8183982582710754,0.077367431,4.574807881024677,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
162,1.7757994496493257,0.045838211,5.405132024428404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
163,1.9837562915454279,0.071077939,4.73840478457362,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
164,1.8172647596364169,0.094659871,5.368570776555711,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
165,2.970414465569701,0.077608838,5.4531640897951466,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
166,2.7212954278522306,0.021327477,5.379355271156478,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
167,2.4973291697865574,0.042485444,4.828350536625198,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
168,2.8183982582710754,0.025578526,5.292341546850945,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
169,2.533696813957432,0.0489808,4.125833539312043,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
171,2.8094026953624978,0.122918852,5.153718093129681,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
172,2.468099531471619,0.057373797,5.020167055513274,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
173,2.5726122302071057,0.044155597,5.186445699274553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
174,2.8735646395797834,0.291865402,4.746525640656566,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
175,2.8820035082256483,0.0,5.281066420941333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
176,2.509599262378372,0.064750025,4.529157015480628,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
177,2.468099531471619,0.098312421,4.400134198710731,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
178,2.8183982582710754,0.191013663,3.740313738561921,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
179,2.4069451083182885,0.176573035,5.059173998080797,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
180,2.8183982582710754,0.060134441,5.030866587671851,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
181,2.424802725718295,0.007294652,5.288986973493715,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
182,2.8183982582710754,0.128478462,4.770209935547519,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
183,1.749199854809259,0.075107656,4.725772355261593,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
184,2.8183982582710754,0.049381406,5.424095908340622,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
185,2.4292177439274116,0.045165796,4.605186185860092,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
186,2.8183982582710754,0.09415375,5.110496315217453,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
187,2.6390573296152584,0.028907832,4.870844351300589,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
188,2.9831534913471307,0.018059621,5.191656005157162,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
189,1.8756409532087572,0.090436094,4.443688365565556,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
190,2.33214389523559,0.146399712,4.644052380311877,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
191,1.7544036826842861,0.074264356,5.578811668759792,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
192,2.47232786758114,0.050186726,5.100796482993653,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
193,2.7942278973432626,0.020631654,3.914667505653054,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
194,2.8183982582710754,0.01561108,5.2072848245914685,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
195,2.3513752571634776,0.041395445,3.6274401255140383,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
196,2.9444389791664403,0.097313129,3.8726957265969446,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
198,2.8183982582710754,0.098663652,4.141854542225983,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
199,2.8183982582710754,0.101338651,5.449449208551952,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
200,2.9311937524164198,0.052146456,4.650411202233678,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
201,1.6601310267496185,0.041764487,5.0868973255499315,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
202,2.9041650800285006,0.054344186,4.943179811649492,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
203,2.8183982582710754,0.078362484,5.181429555058895,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
204,2.714694743820879,0.052339069,5.492037050516579,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
205,2.740840023925201,0.042464962,4.401748376345966,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
206,2.613739521630969,0.065732883,3.8229775611255215,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
207,2.7788192719904172,0.023625114,5.24377986804809,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
208,2.8183982582710754,0.051643608,4.676208164816696,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
209,2.553343811341229,0.165694219,3.681764200628335,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
